Word	Definition
flash	n. 闪光；闪现；一瞬间；adj. 闪光的；火速的；v. 使闪光；反射；闪光
flight	n. 航班；飞行
float	n. 彩车；花车；漂流物；v. 浮动；飘动；散播
flood	n. 洪水；v. 淹没；使泛滥
floor	n. 地面；地板.（楼房的）层
flower	n. 花
flu	n. 流感
fly	v. 飞；飞行；飘动；v. 放（风筝、飞机模型等）n. 苍蝇
focus	v./n. 集中（注意力；精力）于；焦点；中心点
fog	n. 雾
foggy	adj. 多雾的
fold	n. 折痕；信徒；羊栏；v. 折叠；合拢；抱住
folk	n. 民族；人们；亲属；adj. 民间的
follow	v. 跟随；仿效；跟得上
food	n. 食物；食品
fool	n. 傻子；蠢人
foolish	adj. 愚蠢的；傻的
foot	n. 足；脚；英尺
football	n.（英式）足球；（美式）橄榄球
for	prep. 为了......；因为......；对于......；对......来说；conj. 因为；由于
for example	phr. 例如
force	n. 力量；武力；军队；v. 促使；推动；强迫
foreign	adj. 外国的
forest	n. 森林
forever	adv. 永远；永恒的
forget	v. 忘记；忘掉
forgetful	adj. 健忘的；不留心的
fork	n. 叉；餐叉
form	n. 表格；形式；结构
forty	num. 四十
forward	n. 前锋；adj. 向前的；早的；迅速的；adv. 向前地；向将来
fountain	n. 喷泉
four	num. 四
fourteen	num. 十四
fourth	num. 第四
free	adj. 自由；空闲的；免费的
freeze	v. 结冰；使冻结
fresh	adj. 新鲜的
fridge	n. 冰箱
friend	n. 朋友
friendly	adj. 友好的
friendship	n. 友谊；友情
from	prep. 从；从......起；来自
from now on	phr. 从现在起
from time to time	phr. 有时；不时
front	adj. 前面的；前部的；n. 前面；前部；前线
fruit	n. 水果；果实
fuel	n. 燃料；刺激因素；v. 供以燃料；加燃料；得到燃料
full	adj. 满的；充满的；完全的
fun	n. 有趣的事；娱乐；玩笑
funny	adj. 有趣的；滑稽可笑的
fur	n. 毛皮；皮子
furniture	n. 家具；设备；储藏物
future	n. 将来、未来
game	n. 游戏；运动；比赛
garden	n. 花园；果园；菜园
gas	n. 气体；瓦斯；汽油；v. 加油；毒（死）；放出气体
gate	n. 大门
gather	n. 聚集；衣褶；收获量；v. 收集；收割；使...聚集
general	adj. 大体；笼统的；总的
gentle	n. 蛆；饵；adj. 温和的；文雅的；v. 使温和；使驯服
gentleman	n. 先生；绅士；有身份的人
geography	n. 地理学
gesture	n. 姿态；手势；v. 用动作表示；作手势；用动作示意
get	v. 成为；得到；具有；到达
get along with	phr. 与......相处；进展
get away	phr. 离开；逃脱
get back	phr. 返回；取回
get dressed	phr. 穿好衣服
get off	phr. 下车
get on	phr. 上车；相处
get ready for	phr. 为......做准备
get up	phr. 起床；站起
gift	n. 赠品；礼物
giraffe	n. 长颈鹿
girl	n. 女孩
give	v. 给；递给；付出；给予
give away	phr. 赠送；泄露
give back	phr. 归还
give in	phr. 屈服；让步
give out	phr. 分发；发出
give up	phr. 放弃
glad	adj. 高兴的；乐意的
glass	n. 玻璃杯；玻璃；（复）眼镜
glove	n. 手套
glue	n. 胶；各种胶合物；v. 粘合；似胶般固着于
go	v. 去；走；驶；通到；到达；n. 尝试（做某事）
go ahead	phr. 开始；继续；请便
go away	phr. 离开
go back	phr. 返回
go on	phr. 继续；发生
go out	phr. 外出；熄灭
go over	phr. 复习；仔细检查
goal	n.（足球）球门；目标
gold	n. 黄金 a 金的；黄金的
good	adj. 好；良好
goods	n. 商品；动产；合意的人
government	n. 政府
grade	n. 等级（中小学的）；学年；成绩；分数
graduate	v. 毕业
graduation	n. 毕业；毕业典礼；刻度
grain	n. 粮食；颗粒；谷物；v. 使成谷粒；成谷粒
gram	n. 克；鹰嘴豆（用作饲料）
grammar	n. 语法
grandchild	n. （外）孙或孙女；孙辈
granddaughter	n.（外）孙女
grandfather	n. 祖父；始祖；v. 不受新规定限制
grandmother	n. 祖母；女祖先；v. 当...的祖母；当祖母
grandparent	n. 祖父母；祖父或祖母；外祖父母
grandson	n.（外）孙子
grape	n. 葡萄
grass	n. 草；草场；牧草
gravity	n. 重力；地心引力；严重性
gray	adj. 灰色的；灰白的
great	adj. 伟大的；重要的；好极了；adv.（口语）好极了；很好
green	adj. 绿色的；青的；n. 绿色
greet	v. 问候；向......致敬
ground	n. 地面；土地；范围；v. 研磨；压迫；使接触地面；adj. 土地的；地面上的；磨碎的
group	n. 组；群
grow	v. 生长；发育；种植；变成
grow up	phr. 长大
guard	n. 守卫；警戒；护卫队；v. 警惕；保卫；监视
guess	v. 猜
guest	n. 客人；宾客
guide	n. 向导；导游者
guitar	n. 吉他；六弦琴
gun	n.炮；枪
habit	n. 习惯；习性
had better	phr. 最好
hair	n. 头发
half	adj./n. 半；一半；半个
hall	n. 大厅；会堂；礼堂；过道
ham	n. 火腿
hamburger	n. 汉堡包
hand	n. 手；指针；v. 递；给；交付；交上
hand in	phr. 上交
hand out	phr. 分发
handbag	n. 女用皮包；手提包
handsome	adj. （男子）英俊的；可观的；大方的
hang	v. 悬挂；吊着；把......吊起 hang （hung； hung） 绞死
hang out	phr. 闲逛；常去某处
happen	v.（偶然）发生；碰巧
happy	adj. 幸福；快乐的；高兴的
hard	adv. 努力地；猛烈地；adj. 硬的；困难的；艰难的
hard-working	adj. 勤勉的；勤奋的；勤劳的
hardly	adv. 几乎不
harm	n./v. 伤害；损伤
harmful	adj. 有害的；能造成损害的
harvest	n./v. 收割；收获（物）
hat	n. 帽子（一般指有边的）；礼帽
hate	v./n. 恨；讨厌
have	v. 有；吃；喝；进行；经受
have a cold	phr. 感冒
have a good time	phr. 玩得开心
have a look	phr. 看一看
have a rest	phr. 休息一下
have to	phr. 不得不；必须
he	pron. 他
head	n. 头；头脑；首脑；标题；adj. 头部的；主要的；v. 率领；驶向
headache	n. 头疼
headline	n. 大标题；内容提要；栏外标题；v. 给...加标题；使成为注意中心；大力宣传
headmaster	n.（英）中小学校长
health	n. 健康；卫生
healthy	adj. 健康的；健壮的
hear	v. 听见；听说
hear from	phr. 收到......的来信
heart	n. 心；心脏；纸牌中的红桃
heat	n. 热；v. 把......加热
heavy	adj. 重的
height	n. 高地；高度；身高
hello	interj. 喂；你好（表示打招呼；问候或唤起注意）
helmet	n. 钢盔；头盔
help	n./v. 帮助；帮忙
help oneself to	phr. 随便吃；自取
helpful	adj. 有帮助的；有益的
hen	n. 母鸡
her	pron. 她（宾格）；她的
here	adv. 这里；在这里；向这里
hero	n. 英雄；勇士；男主角
hers	pron. 她的
herself	pron. 她自己
hide	v. 把......藏起来；隐藏
high	adj. 高的；高度的；adv. 高地
hill	n. 小山；丘陵；土堆；斜坡
him	pron. 他（宾格）
himself	pron. 他自己
hire	n. 雇用；租用；租金；v. 雇用；出租；租用
his	pron. 他的
history	n. 历史；历史学
hit	n./v. 打；撞；击中
hobby	n. 业余爱好；嗜好
hold	v. 拿；抱；握住；举行；进行
hold on	phr. 稍等；坚持
hole	n. 洞；坑
holiday	n. 假日；假期
home	n. 家；adv. 到家；回家
hometown	n. 故乡
homework	n. 家庭作业
honest	adj. 诚实的；正直的
honey	n. 蜂蜜；宝贝；甜蜜；adj. 甘美的；蜂蜜似的；v. 对...说甜言蜜语；加蜜使甜；奉承
hope	n./v. 希望
hopeless	adj. 没有希望的
horse	n. 马
hospital	n. 医院
host	n. 主机；主人；主持人；v. 主持；当主人招待；群集
hot	adj. 热的
hotel	n. 旅馆；饭店；宾馆
hour	n. 小时
house	n. 房子；住宅
housework	n. 家务劳动
how	adv. 怎样；如何；多么
however	adv. 可是；conj. 然而；可是；尽管如此
hug	v. 拥抱
huge	adj. 巨大的；庞大的
human	adj. 人的；人类的
humorous	adj. 诙谐的；幽默的；滑稽的
hundred	num. 百
hundreds of	phr. 数百；成百上千
hunger	n. 饥饿
hungry	adj.（饥）饿的
hunt	n. 狩猎；搜寻；v. 打猎；搜索；搜寻
hurry	v. 赶快；急忙
hurt	v. 伤害；受伤；伤人感情
husband	n. 丈夫
hydrogen	n. 氢
i	pron. 我
ice	n. 冰
idea	n. 主意；意见；打算；想法
idiom	n. 习语；成语
if	conj. 如果；假使；是否；是不是
ill	adj. 有病的；不健康的
illness	n. 疾病
imagine	v. 想像；设想
immediately	adv. 立即
importance	n. 价值；重要；重大
important	adj. 重要的
impossible	adj. 不可能的
impress	n. 印象；印记；特征；v. 给人印象；盖印；强征
impression	n. 印象；效果；影响
improve	v. 改进；更新
in	prep. 在......里（内）；在；adv. 在家；在内；向内
in a hurry	phr. 匆忙地
in common	phr. 共同；共有
in danger	phr. 处于危险中
in fact	phr. 事实上
in front of	phr. 在......前面
in order to	phr. 为了
in public	phr. 公开地；在公共场合
in surprise	phr. 惊讶地
in the end	phr. 最后；终于
in time	phr. 及时
inch	n. 英寸
include	v. 包含；包括
increase	v./n. 增加；繁殖
indeed	adj. 确实；实在
industry	n. 产业；工业；勤勉
influence	n. 影响；势力；感化；v. 影响；改变
information	n. 信息
insect	n. 昆虫
inside	prep. 在......里面；adv. 在里面
insist	v. 坚持；坚决认为
instead	adv. 代替；反而；相反
instead of	phr. 代替；而不是
instruction	n. 说明；须知；教导
instrument	n. 仪器；工具；乐器
interest	n. 兴趣；趣味；利息
interesting	adj. 有趣的
international	adj. 国际的
interview	n. 接见；采访；面试；v. 采访；接见；对...进行面谈
into	prep. 到......里；向内；变成
introduce	v. 介绍
introduction	n. 介绍；引进；采用
invent	v. 发明；创造
invention	n. 发明；创造
invitation	n. 邀请；引诱；请帖
invite	v. 邀请；招待
iron	n. 熨斗；烙铁；坚强；adj. 铁的；残酷的；刚强的；v. 熨；用铁铸成；熨衣
island	n. 岛
its	pron. 它的
itself	pron. 它自己
jacket	n. 短上衣；夹克衫
jeans	n. 牛仔裤；工装裤
job	n. （一份）工作
join	v. 参加；加入；连接；会合
joke	n. 笑话
journey	n. 旅行；路程
joy	n. 欢乐；高兴；乐趣
juice	n. 汁、液
jump	n. 跳跃；跳变；v. 跳跃；惊起；猛扑
junior	adj. 初级的；年少的
just	adv. 刚才；恰好；不过；仅；adj. 公正的
kangaroo	n. 大袋鼠
keep	v. 保持；保存；继续不断；v. 培育；饲养
keep in touch with	phr. 与......保持联系
keep on	phr. 继续
key	n. 钥匙；答案；键；关键
keyboard	n. 键盘
kick	v./n. 踢
kid	n. 小孩
kill	v. 杀死；弄死
kilo	n. 千克；千米
kilometer	n. 公里；千米
kind	n. 种；类；adj. 善良；友好的
kindness	n. 仁慈；好意；友好的行为
king	n. 国王
kiss	n./v. 吻；亲吻
kitchen	n. 厨房
kite	n. 风筝
knee	n. 膝盖
knife	n. 小刀；匕首；刀片
knock	n./v. 敲；打；击
knock at	phr. 敲
know	v. 知道；了解；认识；懂得
knowledge	n. 知识；学问
lab	n. 实验室
lady	n. 女士；夫人
lake	n. 湖
lamp	n. 灯；油灯；光源
land	n. 陆地；土地；v. 登岸（陆）降落
language	n. 语言
lantern	n. 灯笼；提灯；灯笼式天窗
large	adj. 大的；巨大的
last	adj. 最后的；adv. 最后地；n. 最后；v. 持续
late	adj. 晚的；迟的；adv. 晚地；迟地
later	adj. 晚些的；迟些的
laugh	n./v. 笑；大笑；嘲笑
laugh at	phr. 嘲笑
law	n. 法律；法令；定律
lay	v. 放；搁
lazy	adj. 懒惰的
lead	v. 领导；带领；n. 铅
leader	n. 领袖；领导人
leaf	n. （树；菜）叶
league	n. 联盟；社团
learn	v. 学；学习；学会
learn from	phr. 向......学习
least	det. 最少的；adv. 最少地
leather	n. 皮革
leave	v. 离开；把......留下；剩下
leave for	phr. 动身前往
left	adj. 左边的；adv. 向左；n. 左边
leg	n. 腿；腿脚；支柱
lemon	adj. 柠檬色的；n. 柠檬
lend	v. 借（出）；把......借给
less	det. 较少的；adv. 较少地
lesson	n. 课；功课；教训
let	v. 让
letter	n. 信；字母
level	n. 水平；标准；水平面；adj. 水平的；平坦的；同高的；v. 瞄准；拉平；变得平坦
librarian	n. 图书管理员；（西方的）图书馆馆长
library	n. 图书馆；图书室
licence	n. 许可证；执照；特许；v. 特许；许可；发给执照
license	n. 执照；许可证
lie	v. 躺；卧；平放；位于n./v.（lied；lied） 说谎
life	n. 生命；生涯；生活；人生；生物
lift	v. 举起；抬起；（云、烟等）消散；n. （英）电梯
light	n. 光；光亮；灯；灯光；v. 点（火）；点燃；adj. 明亮的；轻的；浅色的
like	prep. 像；跟......一样；v. 喜欢；喜爱
limit	n. 限制；限度；界线；v. 限制；限定
line	n. 绳索；线；排；行；线路；v. 画线于；（使）成行
lion	n. 狮子
lip	n. 嘴唇
list	n. 一览表；清单
listen	v. 听；仔细听
listen to	phr. 听
litter	v. 乱丢杂物
little	adj. 小的；少的；adv. 很少地； 稍许；n. 没有多少
live	v. 生活；居住；活着；adj. 活的；活着的；现场（直播）的
lively	adj. 活泼的；充满生气的
local	n. 局部；当地居民；本地新闻；adj. 当地的；局部的；地方性的
lock	n. 锁；v. 锁；锁上
lonely	adj. 孤独的；寂寞的
long	adj. 长的；远；adv. 长久
look	n. 看；瞧；v. 看；观看；v. link 看起来
look after	phr. 照顾；照料
look at	phr. 看
look for	phr. 寻找
look forward to	phr. 期待；盼望
look like	phr. 看起来像
look out	phr. 当心；向外看
look through	phr. 浏览；快速查看
lose	v. 失去；丢失
lot	n. 许多；好些
loud	adj. 大声的
loudly	adv. 大声地
love	n./v. 爱；热爱；很喜欢
lovely	adj. 美好的；可爱的
low	adj./adv. 低；矮
luck	n. 运气；好运
lucky	adj. 运气好；侥幸
lunch	n. 午餐；午饭
machine	n. 机器
mad	adj. 疯狂的；发疯的；愚蠢的；n. 狂怒
madam	n. 夫人；女士
magazine	n. 杂志
magic	adj. 有魔力的
mail	n. 邮政；邮递；v. （美）邮寄
main	adj. 主要的
major	adj. 主要的；重要的；主修的；n. 成年人；主修科目；陆军少校；v. 主修
make	v. 制造；做；使得
make a decision	phr. 作出决定
make a difference	phr. 产生影响；有作用
make friends	phr. 交朋友
make fun of	phr. 取笑
make progress	phr. 取得进步
make sure	phr. 确保；查明
man	n. 成年男人；人类
manage	v. 管理；设法对付
manager	n. 经理
manner	n. 方式；习惯；种类
many	pron. 许多人（或物）adj. 许多的
map	n. 地图
mark	n. 标记；v. 标明；作记号于
market	n. 市场；集市
marry	v.（使）成婚；结婚
mask	n. 面具；口罩；掩饰；v. 掩饰；戴面具；化装
master	v. 控制；精通；征服；n. 硕士；主人；大师；adj. 主人的；主要的；熟练的
match	v. 使相配；使成对；n. 比赛；竞赛；n. 火柴
material	adj. 重要的；物质的；实质性的；n. 材料；原料；物资
math	n. 数学
matter	n. 要紧事；要紧； 事情；问题；v. 要紧；有重大关系
maybe	adv. 可能；大概；也许
me	pron. 我（宾格）
meal	n. 一餐（饭）
mean	v. 意思；意指
meaning	n. 意思；含意
meat	n.（猪、牛、羊等的）肉
medal	n. 勋章；奖章；纪念章
medical	adj. 医学的；药的；内科的；n. 医生；体格检查
medicine	n. 药；医学；内科；v. 用药物治疗；给...用药
medium	adj. 中间的；中等的；半生熟的；n. 方法；媒体；媒介
meet	v./n. 遇见；见到 会；集会
meeting	n. 会；集会；会见；汇合点
member	n. 成员；会员
memory	n. 回忆；记忆
mention	n. 提及；记载；v. 提到；说起
menu	n. 菜单
merry	adj. 高兴的；愉快的
mess	n. 混乱；食堂；伙食团；v. 弄乱；弄脏；毁坏
message	n. 消息；音信
metal	n. 金属；adj. 金属制成的
meter	n. 米；公尺
method	n. 方法；条理；类函数；adj. 使用体验派表演方法的
middle	n. 中间；当中；中级的
midnight	n. 午夜
might	modal v. 可能；也许
mile	n. 英里
milk	n. 牛奶；v. 挤奶
mind	n. 思想；想法；v.介意；关心
mine	n. 矿藏；矿山；v. 开采（矿物）；pron. 我的
minus	prep./adj.负的；减去的
minute	n. 分钟；一会儿；瞬间
mirror	n. 镜子
missing	adj. 失踪的；缺少的；v. 错过；想念；漏掉
mistake	n. 错误；v. 弄错
mistress	n. 情妇；女主人；主妇
mix	v. 配制；混淆；使混和；n. 混合；混合物；混乱
mobile	adj. 活动的；可移动的
model	n. 模型；原形；范例；模范
modern	adj. 现代的
modest	adj. 谦虚的；谦逊的；适度的
moment	n. 片刻；瞬间
money	n. 钱；货币
monitor	n.（班级内的）班长；纠察生；监视器
monkey	n. 猴子
month	n. 月；月份
moon	n. 月球；月光；月状物
more	det. 更多的；adv. 更；pron. 更多
more and more	phr. 越来越多
morning	n. 早晨；上午
most	det. 大多数的；adv. 最；pron. 大多数
mother	n. 母亲
mountain	n. 山；山脉
mouse	n. 鼠；耗子；（计算机）鼠标
mouth	n. 嘴；口
move	v. 移动；搬动；搬家
movie	n.（口语）电影
much	adj./adv. 许多；大量；非常；更加
museum	n. 博物馆；博物院
music	n. 音乐；乐曲
musician	n. 音乐家
must	modal v. 必须；一定
mutton	n. 羊肉
my	pron. 我的
myself	pron. 我自己
name	n. 名字；姓名；名称；v. 命名；名叫
narrow	adj. 狭窄的
nation	n. 民族；国家
national	adj. 国家的；全国性的；民族的
natural	adj. 自然的
nature	n. 自然； 性质；种类
near	adj. 近的；adv. 附近；邻近；prep. 在......附近；靠近
nearby	adj. 附近的
nearly	adv. 将近；几乎
necessary	adj. 必需的；必要的
neck	n. 颈；脖子
necklace	n. 项链
need	n. 需要；需求；aux./v. 需要；必须
neighbor	n. 邻居；邻人
neither	adj.（两者）都不；也不
nervous	adj. 紧张不安的
net	n. 网
network	n. 网络；网状系统
never	adv. 决不；从来没有
new	adj. 新的；新鲜的
news	n. 新闻；消息
newspaper	n. 报纸
next	adj. 下一个的；紧挨着的；隔壁的；adv. 随后；然后；下一步
nice	adj. 令人愉快；好的；漂亮的
night	n. 夜；夜间
nine	num. 九
nineteen	num. 十九
ninety	num. 九十
ninth	num. 第九
no	adv. 不；不是；adj. 没有；无；不
no longer	phr. 不再
nobody	n. 渺小人物；pron. 没有人；谁也不
nod	v. 点头
noise	n. 声音；噪声；喧闹声
noisy	adj. 喧闹的；嘈杂的
none	pron. 无任何东西； 无一人
noodle	n. 面条
noon	n. 中午；正午
nor	conj. 也不
normal	n./adj. 正常的（状态）
northeast	n. 东北（部）
northern	adj. 北方的；北部的
northwest	n. 西北
nose	n. 鼻子
not	adv. 不；没
note	n. 便条；笔记；注释；钞票；音调
notebook	n. 笔记簿
nothing	n. 没有东西；没有什么
notice	n. 布告；通告；注意；v. 注意；注意到
novel	n.（长篇）小说
now	adv. 现在
nowadays	adv. 现今；时下；n. 当今
nowhere	adv. 任何地方都不；无处
number	n. 数；数字；号码；数量
nurse	n. 护士；保姆；保育员
obey	v. 服从；顺从；听从
object	n. 物；物体；宾语
ocean	n. 海洋
of	prep. .......的
of course	phr. 当然
off	prep. 离开；脱离；（走）开
offer	n./v. 提供；建议
office	n. 办公室
officer	n. 军官；警官；公务员；v. 指挥
official	adj. 官方的；正式的；公务的；n. 官员；公务员；高级职员
often	adv. 经常；常常
oil	n. 油
ok	adv.（口语）好；对；不错
old	adj. 老的；旧的
on	prep. 在......上（时）；关于；adv. 接通；进行下去；（电灯）开
on duty	phr. 值日；值班
on foot	phr. 步行
on one's way	phr. 在某人去......的路上
on the phone	phr. 在电话中
on time	phr. 准时
once	n./adv. 一次；一度；从前；conj. 一旦
once upon a time	phr. 从前
one	pron. 一（个；只......）
one another	phr. 互相；彼此
onion	n. 洋葱；洋葱头
online	adj. 在线的；adv. 在线
only	adj. 惟一的；仅有的；adv. 仅仅；只；才
onto	prep. 到......的上面
open	adj. 开着的；开的；v. 开；打开
opening	n. 开始；机会；通路；adj. 开始的；v. 开放；打开；公开
opera	n. 歌剧
operate	v. 做手术；运转；实施；负责； 经营；管理
operation	n. 操作；经营；手术
opinion	n. 看法；见解
opposite	adj. 相反的；对面的；对立的；n. 对立面；反义词；prep. 在...的对面
or	conj. 或；就是；否则
orange	n. 橘子；橙子；橘汁；adj. 橘色的；橙色的
order	v. 定购；定货；点菜n. 顺序
ordinary	adj. 普通的；平常的
organize	v. 组织；使有系统化；给予生机
other	pron. 别人；别的东西；adj. 别的；另外的
otherwise	adv. 否则；另外；在其他方面；adj. 另外的；其他方面的；原本；conj. 其他；如果不；然后
our	pron. 我们的
ours	pron. 我们的
ourselves	pron. 我们自己
out	adv. 出外；在外；向外；熄
outdoors	adv. 在户外； 在野外
outgoing	adj. 对人友好的；开朗的；出发的；n. 外出；流出；开支；v. 超过；优于
outside	n. 外面；adv. 在外面；向外面；prep. 在......外面
over	prep. 在......上方；越过；遍及；adv. 翻倒；遍布；越过；结束
overcome	v. 克服；胜过；得胜
own	adj. 自己的；v. 拥有；所有
owner	n. 物主；所有人
oxygen	n. 氧气；氧
pack	n. 包；捆；（猎犬、野兽的）一群；v. （为运输或储存而）打包
packet	n. 小包裹；袋
page	n. 页；页码
pain	n. 疼痛；疼
paint	n. 油漆；v. 油漆；粉刷；绘画
painter	n. 绘画者；（油）画家
painting	n. 油画；水彩画
pair	n. 一双；一对
palace	n. 宫；宫殿
pale	adj. 苍白的；灰白的
pancake	n. 薄烤饼；粉饼；平降；v. 使平坠著陆；使平展；平坠着陆
panda	n. 熊猫
paper	n. 纸；报纸
paragraph	n. 段落；短评；段落符号；v. 将...分段
pardon	n. 原谅；宽恕；对不起
parent	n. 父（母）；双亲
park	n. 公园；v. 停放（汽车）
parking	n. 停车
parrot	n. 鹦鹉
part	n. 部分；角色；部件；零件；adj. 局部的；部分的
part-time	adj. 兼职的；部分时间的；adv. 兼职地；用部分时间地
partner	n. 伙伴；合伙人；配偶；v. 使合作；与...合伙；合伙
party	n. 聚会；晚会；党派
pass	v. 传；递；经过；通过
passage	n.（文章等的）一节；一段；通道；走廊
passenger	n. 乘客；旅客
passport	n. 护照
past	adv. 过；n. 过去；昔日；往事；prep. 过......；走过某处
path	n. 小道；小径
patient	n. 病人
pattern	n. 模式；图案；样品；v. 模仿；以图案装饰；形成图案
pay	v. 付款；支付；n. 工资；报酬
pay attention to	phr. 注意
pay for	phr. 为......付款
pea	n. 豌豆
peace	n. 和平
peaceful	adj. 和平的；爱好和平的；平静的
pear	n. 梨子；梨树
pen	n. 钢笔；笔
pencil	n. 铅笔
penny	n. 便士；美分
people	n. 人；人们；人民
pepper	n. 胡椒粉
per	prep. 每；经；按照
percent	n. 百分比；百分率；部分；adj. 百分之...的；adv. 以百分之...地
perfect	n. 完成式；adj. 完美的；最好的；精通的；v. 使完美；使熟练
perform	v. 执行；完成；演奏
performance	n. 演出；表演
perhaps	adv. 可能；或
period	n. 周期；期间；时期；adj. 某一时代的
person	n. 人
personal	adj. 个人的；私人的
pet	n. 宠物；爱畜
phone	v. 打电话；n. 电话；电话机
photo	n. 照片
physical	n. 体格检查；adj. 物理的；身体的；物质的
physics	n. 物理（学）
pianist	n. 钢琴家
piano	n. 钢琴
pick	v. 拾起；采集；挑选
pick up	phr. 捡起；接人；学会
picnic	n./v. 野餐
picture	n. 图片；画片；照片
pie	n. 甜馅饼
piece	n. 一块（片；张；件......）
pig	n. 猪
pile	n./v. 堆
pill	n. 药丸；药片
pilot	n. 飞行员
ping-pong	n. 乒乓球
pink	adj. 粉红色的
pioneer	n. 先锋；开拓者
pipe	n. 管；烟斗；笛；v. 用管道输送；尖声唱；用管乐器演奏
pity	n. 怜悯；同情
place	n. 地方；处所；v. 放置；安置；安排
plan	n./v. 计划；打算
plane	n. 飞机
planet	n. 行星
plant	v. 种植；播种；n. 植物
plastic	n. 塑料；adj. 塑料的
plate	n. 板；片；牌；盘子；盆子
play	v. 玩；打（球）；游戏；播放；n. 玩耍；戏剧
player	n. 比赛者；选手
playground	n. 操场；运动场
pleasant	adj. 令人愉快的；舒适的
please	v. 请；使人高兴；使人满意
pleased	adj. 高兴的
pleasure	n. 高兴；愉快
plenty	n. 充足；大量
plenty of	phr. 大量；充足
plot	n. 情节；图；阴谋；v. 密谋；绘图；划分
pocket	n.（衣服的）口袋
poem	n. 诗
poet	n. 诗人
point	v. 指；指向；n. 点；分数
point at	phr. 指着
point out	phr. 指出
police	n. 警察；警务人员
policeman	n. 警察；巡警 policewoman （ -women）；n. 女警察
policewoman	n. 女警察；女警官
policy	n. 政策；方针；保险单
polite	adj. 有礼貌的；有教养的
politely	adv. 有礼貌地；客气地；委婉地
pollute	v. 污染
pollution	n. 污染
pond	n. 池塘；v. 筑成池塘
pool	n. 水塘；水池
poor	adj. 贫穷；可怜；不好的；差的
popcorn	n. 爆米花；爆玉米花
popular	adj. 流行；大众；受欢迎的
population	n. 人口；人数
pork	n. 猪肉
porridge	n. 稀饭；粥
position	n. 位置；方位；职位；v. 安置；把......放在适当位置
possible	adj. 可能的
post	n. 邮政；邮寄；邮件；v. 投寄；邮寄
postcard	n. 明信片
postman	n. 邮递员
pot	n. 壶；盆；罐；v. 把...装罐；射击；节略
potato	n. 土豆；马铃薯
pound	n. 磅；英镑
pour	v. 倾泻；不断流出
power	n. 力量；能力；电力；adj. 借影响有权势人物以操纵权力的；v. 激励；供以动力；使...有力量
powerful	adj. 强大的；强有力的；adv. 很；非常
practical	adj. 实际的；实用性的
practice	n. 练习
praise	n./v. 赞扬；表扬
prefer	v.宁愿（选择）；更喜欢
preparation	n. 预备；准备
prepare	v. 准备；预备；调制；配制
present	adj. 出现的；出席的；n. 礼物；赠品；v. 呈奉；奉送
president	n. 总统；董事长；校长
pressure	n. 压力；压迫；压强；v. 迫使；密封；使......增压
pretend	v. 假装；伪装；模拟；adj. 假装的
pretty	adj. 漂亮的；俊俏的
prevent	v. 防止； 预防
price	n. 价格；价钱
pride	n. 自豪；骄傲
primary	n. 原色；最主要者；adj. 主要的；初级的；基本的
print	v. 印刷
prison	n. 监狱；监禁；拘留所；v. 监禁；关押
private	n. 列兵；二等兵；adj. 私人的；私有的；私下的
prize	n. 奖赏；奖品
probably	adv. 很可能；大概
problem	n. 问题；难题
process	n. 过程；进行；方法；adj. 经过特殊加工（或处理）的；v. 处理；加工；列队前进
produce	v. 生产；制造
product	n. 产品；结果；乘积
production	n. 成果；产品；生产
professor	n. 教授
program	n. 节目；项目
progress	n. 进步；上进；v. 进展；进行
project	n. 项目；课题
promise	n./v. 答应；允诺
pronounce	v. 发音
pronunciation	n. 发音
proper	adj. 恰当的；合适的
properly	adv. 适当地；正确地；恰当地
protect	v. 保护
proud	adj. 自豪的；骄傲的
prove	v. 证明是；证明；检验
provide	v. 提供
province	n. 省
public	adj. 公共；公众的；n. 公众
pull	v. 拉；拖；n. 拉力
punish	v. 惩罚；严厉对待；贪婪地吃喝
pupil	n.（小）学生
purple	n./adj. 紫色
purpose	n. 目的；用途；意志；v. 决心；企图；打算
push	n./v. 推
put	v. 放；摆
put away	phr. 收好；储存
put off	phr. 推迟
put on	phr. 穿上；上演；增加体重
put out	phr. 扑灭；熄灭
put up	phr. 张贴；搭建；举起
puzzle	n. 谜；难题；迷惑；v. 使...困惑；使...为难；苦思而得出
pyramid	n.（古埃及）金字塔
quality	n. 质量；品质；特性；adj. 优质的；高品质的；<英俚>棒极了
quarrel	v. 争吵；吵架
quarter	n. 四分之一；一刻钟
queen	n. 皇后；女王
question	v. 询问；n. 问题
queue	n. 行列；长队
quick	adj. 快；敏捷的；急剧的
quickly	adv. 迅速地；很快地
quiet	adj. 安静的；寂静的
quite	adv. 完全；十分
quiz	n. 测验；小型考试
rabbit	n. 兔；家兔
race	n. 种族；民族；v.（速度）竞赛；比赛；n. 赛跑；竞赛
radio	n. 无线电；收音机
railway	n. 铁路；铁道
rain	n. 雨；雨水；v. 下雨
rainbow	n. 彩虹；五彩缤纷的排列；幻想；adj. 五彩缤纷的；彩虹状的；v. 使呈彩虹状；如彩虹般装饰；呈彩虹状
raincoat	n. 雨衣
rainy	adj. 下雨的；多雨的
raise	v. 使升高；饲养
rapid	n. 急流；高速交通工具；高速交通网；adj. 迅速的；急促的；飞快的
rather	adv. 相当；宁可
rather than	phr. 而不是
