word	definition
late	adj. 晚的；迟的；adv. 晚地；迟地
laugh	n./v. 笑；大笑；嘲笑
law	n. 法律；法令；定律
lay	v. 放；搁
lazy	adj. 懒惰的
lead	v. 领导；带领；n. 铅
leader	n. 领袖；领导人
leaf	n. （树；菜）叶
learn	v. 学；学习；学会
least	det. 最少的；adv. 最少地
leave	v. 离开；把......留下；剩下
left	adj. 左边的；adv. 向左；n. 左边
leg	n. 腿；腿脚；支柱
lemonade	n. 柠檬水；柠檬水
lend	v. 借（出）；把......借给
lesson	n. 课；功课；教训
let	v. 让
letter	n. 信；字母
level	n. 水平；标准；水平面；adj. 水平的；平坦的；同高的；v. 瞄准；拉平；变得平坦
library	n. 图书馆；图书室
license	n. 执照；许可证
lie	v. 躺；卧；平放；位于n./v.（lied；lied） 说谎
life	n. 生命；生涯；生活；人生；生物
lift	v. 举起；抬起；（云、烟等）消散；n. （英）电梯
light	n. 光；光亮；灯；灯光；v. 点（火）；点燃；adj. 明亮的；轻的；浅色的
like	prep. 像；跟......一样；v. 喜欢；喜爱
line	n. 绳索；线；排；行；线路；v. 画线于；（使）成行
lion	n. 狮子
list	n. 一览表；清单
listen	v. 听；仔细听
litter	v. 乱丢杂物
little	adj. 小的；少的；adv. 很少地； 稍许；n. 没有多少
live	v. 生活；居住；活着；adj. 活的；活着的；现场（直播）的
lively	adj. 活泼的；充满生气的
lock	n. 锁；v. 锁；锁上
London	n. 伦敦
lonely	adj. 孤独的；寂寞的
long	adj. 长的；远；adv. 长久
look	n. 看；瞧；v. 看；观看；v. link 看起来
lose	v. 失去；丢失
lot	n. 许多；好些
loud	adj. 大声的
love	n./v. 爱；热爱；很喜欢
lovely	adj. 美好的；可爱的
low	adj./adv. 低；矮
luck	n. 运气；好运
lucky	adj. 运气好；侥幸
lunch	n. 午餐；午饭
machine	n. 机器
mad	adj. 疯狂的；发疯的；愚蠢的；n. 狂怒
madam	n. 夫人；女士
madame	n. 夫人, 小姐, 太太, 女士, 主妇, (非正式)喜欢差使/指使别人的女子, 鸨母
magazine	n. 杂志
magic	adj. 有魔力的
mail	n. 邮政；邮递；v. （美）邮寄
main	adj. 主要的
make	v. 制造；做；使得
man	n. 成年男人；人类
manage	v. 管理；设法对付
manager	n. 经理
many	pron. 许多人（或物）adj. 许多的
map	n. 地图
march	n. 三月, 进行, 行军, 步伐, 长途跋涉, 进行曲, 边界；vi. 进军, 前进, 交界
mark	n. 标记；v. 标明；作记号于
market	n. 市场；集市
marriage	n. 婚姻, 结婚, 婚礼, 合并；婚姻, 结婚
marry	v.（使）成婚；结婚
master	v. 控制；精通；征服；n. 硕士；主人；大师；adj. 主人的；主要的；熟练的
match	v. 使相配；使成对；n. 比赛；竞赛；n. 火柴
math	n. 数学
mathematics	n. 数学；数学
may	n. 五月；aux. 愿能, 可以, 愿意
maybe	adv. 可能；大概；也许
me	pron. 我（宾格）
meal	n. 一餐（饭）
mean	v. 意思；意指
meaning	n. 意思；含意
meat	n.（猪、牛、羊等的）肉
medical	adj. 医学的；药的；内科的；n. 医生；体格检查
medicine	n. 药；医学；内科；v. 用药物治疗；给...用药
meet	v./n. 遇见；见到 会；集会
meeting	n. 会；集会；会见；汇合点
member	n. 成员；会员
memory	n. 回忆；记忆
mend	n. 改进, 修补, 好转；vt. 修改, 改进, 加快, 修理
mention	n. 提及；记载；v. 提到；说起
menu	n. 菜单
message	n. 消息；音信
metal	n. 金属；adj. 金属制成的
method	n. 方法；条理；类函数；adj. 使用体验派表演方法的
metre	n. 公尺, 格律, 韵律；米, 公尺
middle	n. 中间；当中；中级的
might	modal v. 可能；也许
mile	n. 英里
milk	n. 牛奶；v. 挤奶
mind	n. 思想；想法；v.介意；关心
minute	n. 分钟；一会儿；瞬间
mirror	n. 镜子
miss	n. 失误, 避免, 失败, 小姐；vt. 未得到, 未达到, 未听到, 未觉察, 逃脱, 遗漏, 错过, 思念
mistake	n. 错误；v. 弄错
model	n. 模型；原形；范例；模范
modern	adj. 现代的
mom	n. 妈妈
moment	n. 片刻；瞬间
Monday	n. 星期一
money	n. 钱；货币
monitor	n.（班级内的）班长；纠察生；监视器
monkey	n. 猴子
month	n. 月；月份
moon	n. 月球；月光；月状物
more	det. 更多的；adv. 更；pron. 更多
morning	n. 早晨；上午
most	det. 大多数的；adv. 最；pron. 大多数
mother	n. 母亲
motorcycle	n. 摩托车；机动车, 机踏车, 摩托车
mountain	n. 山；山脉
mouse	n. 鼠；耗子；（计算机）鼠标
mouth	n. 嘴；口
move	v. 移动；搬动；搬家
movie	n.（口语）电影
Mr.	阁下, 先生
Ms.	女士
much	adj./adv. 许多；大量；非常；更加
murder	n. 谋杀；vt. 谋杀, 损毁, 破坏
museum	n. 博物馆；博物院
music	n. 音乐；乐曲
must	modal v. 必须；一定
my	pron. 我的
myself	pron. 我自己
name	n. 名字；姓名；名称；v. 命名；名叫
national	adj. 国家的；全国性的；民族的
natural	adj. 自然的
nature	n. 自然； 性质；种类
near	adj. 近的；adv. 附近；邻近；prep. 在......附近；靠近
nearly	adv. 将近；几乎
necessary	adj. 必需的；必要的
neck	n. 颈；脖子
need	n. 需要；需求；aux./v. 需要；必须
neighbour	n. 邻居, 邻接的东西, 邻国, 邻座, 邻人, 世人；a. 邻接的, 邻近的
neither	adj.（两者）都不；也不
nervous	adj. 紧张不安的
never	adv. 决不；从来没有
new	adj. 新的；新鲜的
news	n. 新闻；消息
newspaper	n. 报纸
next	adj. 下一个的；紧挨着的；隔壁的；adv. 随后；然后；下一步
nice	adj. 令人愉快；好的；漂亮的
night	n. 夜；夜间
nine	num. 九
nineteen	num. 十九
ninety	num. 九十
ninth	num. 第九
no	adv. 不；不是；adj. 没有；无；不
nobody	n. 渺小人物；pron. 没有人；谁也不
nod	v. 点头
noise	n. 声音；噪声；喧闹声
none	pron. 无任何东西； 无一人
noodle	n. 面条
noon	n. 中午；正午
nor	conj. 也不
normal	n./adj. 正常的（状态）
North	n. 北方, 北；a. 北的, 北方的
northern	adj. 北方的；北部的
nose	n. 鼻子
not	adv. 不；没
note	n. 便条；笔记；注释；钞票；音调
notebook	n. 笔记簿
nothing	n. 没有东西；没有什么
notice	n. 布告；通告；注意；v. 注意；注意到
November	n. 十一月
now	adv. 现在
number	n. 数；数字；号码；数量
nurse	n. 护士；保姆；保育员
object	n. 物；物体；宾语
ocean	n. 海洋
October	n. 十月
of	prep. .......的
off	prep. 离开；脱离；（走）开
offer	n./v. 提供；建议
office	n. 办公室
officer	n. 军官；警官；公务员；v. 指挥
often	adv. 经常；常常
oil	n. 油
OK	adv.（口语）好；对；不错
old	adj. 老的；旧的
on	prep. 在......上（时）；关于；adv. 接通；进行下去；（电灯）开
once	n./adv. 一次；一度；从前；conj. 一旦
one	pron. 一（个；只......）
oneself	pron. 自己, 亲自
only	adj. 惟一的；仅有的；adv. 仅仅；只；才
open	adj. 开着的；开的；v. 开；打开
operation	n. 操作；经营；手术
or	conj. 或；就是；否则
orange	n. 橘子；橙子；橘汁；adj. 橘色的；橙色的
order	v. 定购；定货；点菜n. 顺序
other	pron. 别人；别的东西；adj. 别的；另外的
our	pron. 我们的
ours	pron. 我们的
ourselves	pron. 我们自己
out	adv. 出外；在外；向外；熄
outside	n. 外面；adv. 在外面；向外面；prep. 在......外面
over	prep. 在......上方；越过；遍及；adv. 翻倒；遍布；越过；结束
overcoat	n. 外套大衣
own	adj. 自己的；v. 拥有；所有
owner	n. 物主；所有人
pacific	n. 太平洋；a. 太平洋的, 太平洋沿岸的, 爱好和平的, 安静的, 平息的
package	n. 包裹, 套装软件, 包, 包装用物, 程序包；vt. 包装, 打包
page	n. 页；页码
paint	n. 油漆；v. 油漆；粉刷；绘画
pair	n. 一双；一对
palace	n. 宫；宫殿
pale	adj. 苍白的；灰白的
pancake	n. 薄烤饼；粉饼；平降；v. 使平坠著陆；使平展；平坠着陆
panda	n. 熊猫
paper	n. 纸；报纸
pardon	n. 原谅；宽恕；对不起
parent	n. 父（母）；双亲
park	n. 公园；v. 停放（汽车）
part	n. 部分；角色；部件；零件；adj. 局部的；部分的
party	n. 聚会；晚会；党派
pass	v. 传；递；经过；通过
passage	n.（文章等的）一节；一段；通道；走廊
passenger	n. 乘客；旅客
passport	n. 护照
past	adv. 过；n. 过去；昔日；往事；prep. 过......；走过某处
path	n. 小道；小径
patient	n. 病人
pay	v. 付款；支付；n. 工资；报酬
peace	n. 和平
pear	n. 梨子；梨树
pen	n. 钢笔；笔
pence	pl. (非正式)copper便士, (美)分, 分币
pencil	n. 铅笔
penny	n. 便士；美分
people	n. 人；人们；人民
percent	n. 百分比；百分率；部分；adj. 百分之...的；adv. 以百分之...地
perfect	n. 完成式；adj. 完美的；最好的；精通的；v. 使完美；使熟练
perhaps	adv. 可能；或
period	n. 周期；期间；时期；adj. 某一时代的
person	n. 人
personal	adj. 个人的；私人的
pet	n. 宠物；爱畜
phone	v. 打电话；n. 电话；电话机
photo	n. 照片
photograph	n. 相片, 照片, 逼真的描绘；v. 照相, 摄影
physics	n. 物理（学）
piano	n. 钢琴
pick	v. 拾起；采集；挑选
picnic	n./v. 野餐
picture	n. 图片；画片；照片
pie	n. 甜馅饼
piece	n. 一块（片；张；件......）
pig	n. 猪
pilot	n. 飞行员
pink	adj. 粉红色的
pioneer	n. 先锋；开拓者
pity	n. 怜悯；同情
place	n. 地方；处所；v. 放置；安置；安排
plain	n. 平原, 草原, 朴实无华的东西, 无格式；a. 简单的, 明白的, 平常的, 不好看的, 朴素的, 清晰的, 普通的, 平坦的, 十足的
plan	n./v. 计划；打算
plane	n. 飞机
planet	n. 行星
plant	v. 种植；播种；n. 植物
plastic	n. 塑料；adj. 塑料的
plate	n. 板；片；牌；盘子；盆子
play	v. 玩；打（球）；游戏；播放；n. 玩耍；戏剧
playground	n. 操场；运动场
pleasant	adj. 令人愉快的；舒适的
please	v. 请；使人高兴；使人满意
pleasure	n. 高兴；愉快
plenty	n. 充足；大量
pocket	n.（衣服的）口袋
poem	n. 诗
point	v. 指；指向；n. 点；分数
police	n. 警察；警务人员
policeman	n. 警察；巡警 policewoman （ -women）；n. 女警察
policy	n. 政策；方针；保险单
polite	adj. 有礼貌的；有教养的
pond	n. 池塘；v. 筑成池塘
pool	n. 水塘；水池
poor	adj. 贫穷；可怜；不好的；差的
pop	n. 砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术；a. 流行的, 热门的, 通俗的
popular	adj. 流行；大众；受欢迎的
population	n. 人口；人数
pork	n. 猪肉
position	n. 位置；方位；职位；v. 安置；把......放在适当位置
possible	adj. 可能的
post	n. 邮政；邮寄；邮件；v. 投寄；邮寄
postcard	n. 明信片
postman	n. 邮递员
potato	n. 土豆；马铃薯
pound	n. 磅；英镑
practice	n. 练习
practise	v. 实践, 实行, 练习, 实习, 从事(职业)
praise	n./v. 赞扬；表扬
prepare	v. 准备；预备；调制；配制
present	adj. 出现的；出席的；n. 礼物；赠品；v. 呈奉；奉送
president	n. 总统；董事长；校长
pretty	adj. 漂亮的；俊俏的
prevent	v. 防止； 预防
price	n. 价格；价钱
pride	n. 自豪；骄傲
primary	n. 原色；最主要者；adj. 主要的；初级的；基本的
print	v. 印刷
prison	n. 监狱；监禁；拘留所；v. 监禁；关押
prisoner	n. 囚犯, 犯人, 战俘；犯人, 囚犯, 扣押犯
private	n. 列兵；二等兵；adj. 私人的；私有的；私下的
prize	n. 奖赏；奖品
probably	adv. 很可能；大概
problem	n. 问题；难题
produce	v. 生产；制造
programme	n. 节目, 节目单, 程序, 纲要, 大纲, 计划；vt. 规划, 拟...计划
progress	n. 进步；上进；v. 进展；进行
promise	n./v. 答应；允诺
pronounce	v. 发音
pronunciation	n. 发音
proper	adj. 恰当的；合适的
protect	v. 保护
proud	adj. 自豪的；骄傲的
prove	v. 证明是；证明；检验
provide	v. 提供
public	adj. 公共；公众的；n. 公众
pull	v. 拉；拖；n. 拉力
punish	v. 惩罚；严厉对待；贪婪地吃喝
pupil	n.（小）学生
purple	n./adj. 紫色
purpose	n. 目的；用途；意志；v. 决心；企图；打算
purse	n. 钱包, 小钱袋, 金钱, 募捐款, 囊状物；v. 缩拢, 皱起
push	n./v. 推
put	v. 放；摆
quarter	n. 四分之一；一刻钟
queen	n. 皇后；女王
question	v. 询问；n. 问题
quick	adj. 快；敏捷的；急剧的
quiet	adj. 安静的；寂静的
quite	adv. 完全；十分
rabbit	n. 兔；家兔
race	n. 种族；民族；v.（速度）竞赛；比赛；n. 赛跑；竞赛
radio	n. 无线电；收音机
railway	n. 铁路；铁道
rain	n. 雨；雨水；v. 下雨
raincoat	n. 雨衣
rainy	adj. 下雨的；多雨的
raise	v. 使升高；饲养
rapid	n. 急流；高速交通工具；高速交通网；adj. 迅速的；急促的；飞快的
rat	n. 鼠, 卑鄙的人, 破坏者, 变节者；vi. 捕鼠, 变节
rather	adv. 相当；宁可
reach	v. 到达；伸手（脚）够到
read	v. 读；朗读
ready	adj. 准备好的
real	adj. 真实的；确实的
realise	vt. 实现, 认识到, 体会到, 了解, 认清, 使显得逼真, 变卖财产为现钱
really	adv. 实际上；事实上；真正地
reason	n. 理由；原因
receive	v. 收到；得到
recent	adj. 近来的；最近的
recite	v. 背诵, 朗读, 叙述
record	n. 记录；唱片
recorder	n. 记录员, 录音机；n. 记录器
red	n. 红色；adj. 红色的
refuse	v. 拒绝；不愿
regard	v. 把......看作
regret	n./v. 可惜；遗憾；痛惜；哀悼
relation	n. 关系, 联系, 叙述, 故事, 家属, 亲戚；关系
relax	v.（使）放松；轻松
remain	v. 余下；留下；v. 保持；仍是
remember	v. 记得；想起
repair	n./v. 修理；修补
repeat	v. 重说；重做
reply	n. 回答；答复
report	n./v. 报道；报告
require	v. 需要；要求；命令
research	n. 研究；调查
rest	n. 休息；剩余的部分；其余的人（物）；v. 休息；歇息
restaurant	n. 饭馆； 饭店
result	n. 结果；效果
retell	vt. 再讲, 重复, 重说
return	v. 归还
review	v. 重新调查；回顾；复习；n. 复查；复习；评论
rice	n. 稻米；米饭
rich	adj. 富裕的；有钱的
riddle	n. 谜（语）
ride	v. 骑（马、自行车）；乘车；n. 乘车旅行
right	n. 权利；adj. 对；正确的；adv. 正确地；恰恰；完全地；adj. 右；右边的
ring	v.（钟、铃等）响；打电话；n. 铃声；n. 环形物（如环、圈、戒指等）
rise	v. 上升；上涨
risk	n. 风险；危险；冒险；v. 冒...的危险
river	n. 江；河；水道；巨流
road	n. 路；道路
robot	n. 机器人
rock	n. 岩石；大石头；v. 摇；摇晃
role	n. 角色；任务
room	n. 房间；室；空间；地方
rope	n. 绳；绳索；v. 捆；绑；拧成绳状
rose	n. 玫瑰
round	adv. 转过来；prep. 环绕一周；围着；adj. 圆的；球形的
row	n.（一）排；（一）行；v. 划船
rubber	n. 橡胶；合成橡胶
rubbish	n. 垃圾；废物
rule	n. 规则；规定；v. 统治；支配
ruler	n. 统治者；直尺
run	v. 跑；奔跑；（颜色）褪色
rush	v. 冲；奔跑
Russia	n. 俄国, 俄罗斯；俄罗斯, 苏联
Russian	n. 俄国人, 俄语；a. 俄国的, 俄语的
sad	adj.（使人）悲伤的
safe	adj. 安全的；n. 保险柜
safety	n. 安全；保险
sail	n. 航行；v. 航行；开航
salad	n. 色拉
sale	n. 卖；出售
salt	n. 盐
same	n. 同样的事；adj. 同样的；同一
sand	n. 沙；沙子
sandwich	n. 三明治（夹心面包片）
satisfy	v. 满足；使满意
Saturday	n. 星期六
sausage	n. 香肠, 腊肠
save	v. 救；挽救；节省
say	v. 说；讲
scarf	n. 围巾；嵌接；嵌接处；v. 披嵌接；用围巾围
school	n. 学校
schoolbag	n. 书包
science	n. 科学；自然科学
scientist	n. 科学家
score	n./v. 得分；分数；二十
screen	n. 幕；荧光屏
sea	n. 海；海洋
search	n./v. 搜寻；搜查
season	n. 季；季节
seat	n. 座位；座
second	n. 秒；num. 第二；adj. 第二的
secret	n. 秘密；内情
secretary	n. 秘书；书记
see	v. 看见；看到；领会；拜会
seem	v. 似乎；好像
seldom	adv. 很少；不常
sell	v. 卖；售
send	v. 打发；派遣；送；邮寄
sense	n. 感觉；功能；观念；v. 感觉到；检测
sentence	n. 句子
separate	v. 使分开；使分离；adj. 单独的；分开的
September	n. 九月
serious	adj. 严肃的；严重的；认真的
servant	n. 仆人；佣人
serve	v. 招待（顾客等）；服务
service	n. 服务；服侍；服役；adj. 服务性的；耐用的；服现役的；v. 维修；检修；保养
set	v. 释放；安置；n. 装备；设备
seven	num. 七
seventeen	num. 十七
seventh	num. 第七
seventy	num. 七十
several	pron. 几个；数个；adj. 若干
shake	n. 摇动；哆嗦；v. 动摇；摇动；震动
shall	modal v. 将；应该
shame	n. 羞耻；羞愧；憾事；v. 使丢脸；使羞愧
shape	n. 形状；外形；v. 使成型；制造；塑造
share	v. 分享；共同使用
she	pron. 她
sheep	n.（绵）羊；羊皮；驯服者
shelf	n. 架子, 搁板；架子
shine	v. 发光；照耀；n. 光泽；光彩
ship	n. 船；轮船；v. 用船装运
shirt	n. 男衬衫
shoe	n. 鞋
shop	v. 买东西；n. 商店；车间
short	adj. 短的；矮的
shorts	n. 短裤
should	modal v. 应该；应当
shoulder	n. 肩；肩膀；肩部；v. 用肩推挤；用肩顶；肩负
shout	n./v. 喊；高声呼喊
show	v. 给......看；出示；显示；n. 展示；演出
shower	n. 阵雨；淋浴
shut	v./n. 关上；封闭；禁闭
shy	adj. 害羞的
sick	adj. 有病；患病的；（想）呕吐
side	n. 边；旁边；面；侧面
sight	n. 视力；景象；眼界；adj. 见票即付的；即席的；v. 看见；瞄准；观看
silence	n. 安静；沉默
silent	adj. 无声的；无对话的
silk	n.（蚕）丝；丝织品
silly	adj. 傻的；愚蠢的
silver	n. 银；银器；银币；adj. 银的；含银的；有银色光泽的；v. 镀银；使有银色光泽；变成银色
similar	n. 类似物；adj. 相似的
simple	adj. 简单的；简易的
since	adv. 从那时以来；conj. 从......以来；......以后；由于；prep. 从......以来
sing	v. 唱；唱歌
single	adj. 单一的；单个的
sir	n. 先生；阁下
sister	n. 姐；妹
sit	v. 坐
situation	n. 形势；情况
six	num. 六
sixteen	num. 十六
sixth	num. 第六
sixty	num. 六十
size	n. 尺寸；大小
skate	v. 溜冰；滑冰
skill	n. 技能；技巧；本领
skirt	n. 女裙
sky	n. 天；天空
sleep	v. 睡觉
sleepy	adj. 欲睡的；困乏的；不活跃的
slow	adv. 慢慢地；缓慢地
small	adj. 小的；少的
smart	adj. 聪明的；巧妙的；敏捷的
smell	v. 嗅；闻到；发气味；n. 气味
smile	n./v. 微笑
smoke	n. 烟；v. 冒烟；吸烟
smooth	n. 平滑部分；一块平地；adj. 顺利的；光滑的；平稳的；v. 使光滑；消除（障碍等）；使优雅
snake	n. 蛇；v. 蛇般爬行；蜿蜒行进
snow	n. 雪；v.下雪
snowy	adj. 下雪的；多雪的；被雪覆盖的
so	adv. 如此；这么；非常；同样；conj. 因此；所以
soap	n. 肥皂, 阿谀；vt. 以肥皂洗, 阿谀
social	n. 联谊会；联欢会；adj. 社会的；社交的；群居的
society	n. 社会
socks	短袜, 袜子, 鞋内的衬垫, 轻软鞋, 巨款, 存款, 存钱处, 银箱, 拳打, 一击, 重击
sofa	n.（长）沙发
soft	adj. 软的；柔和的
soldier	n. 士兵；战士
solid	n. 固体；a. 坚硬的, 稳固的, 固体的, 实心的, 纯质的, 立体的, 立方的
some	adj. 一些；若干；有些；某一；pron. 若干；一些
somebody	pron. 某人；有人；有名气的人
someone	pron. 某一个人
something	pron. 某事；某物
sometimes	adv. 有时
somewhere	adv. 在某处
son	n. 儿子
song	n. 歌唱；歌曲
soon	adv. 不久；很快；一会儿
sorry	adj. 对不起；抱歉；难过的
sort	n. 种类；方式；品质；v. 将...分类；将...排序；挑选出某物
sound	v. 听起来；发出声音；n. 声音
soup	n. 汤
sour	adj. 酸的；馊的
south	adj. 南（方）的；adv. 在南方；向南方；n. 南；南方；南部
southern	adj. 南部的；南方的
space	n. 空间
spare	n. 剩余；备用零件；v. 节约；吝惜；饶恕；adj. 多余的；瘦的；少量的
speak	v. 说；讲；谈话；发言
speaker	n. 演讲者；扬声器；说话者
special	adj. 特别的；专门的
speech	n. 演讲
speed	n. 速度；v.（使）加速
spell	v. 拼写
spend	n. 预算；v. 度过；消磨（时光）；花费
spirit	n. 精神
spoon	n. 匙； 调羹
sport	n. 体育运动；锻炼；（复；英）运动会
spread	n. 传播；伸展；adj. 伸展的；v. 传播；散布；展开
spring	n. 春天；春季；n. 泉水；泉
square	n. 广场；adj. 平方的；方形的；宽而结实的（体格；肩膀）
stairs	n. 楼梯
stamp	n. 邮票
stand	v. 站立；忍受；n. 立场；摊位
standard	n. 标准；水准；旗；adj. 标准的；合规格的；公认为优秀的
star	n. 星；恒星
start	v. 开始；着手；出发
state	n. 状态；情形；国家；（美国的）州
station	n. 站；所；车站；电台
stay	n./v. 停留；逗留；呆
steal	v. 偷； 窃取
steel	n. 钢铁；钢制品；坚固；adj. 钢制的；钢铁业的；坚强的；v. 钢化；使冷酷
step	n. 脚步；台阶；梯级；v. 走；跨步
stick	v. 粘住；钉住；坚持；n. 木棒（棍）；枝条
still	adj. 不动的；平静的；adv. 仍然；还
stomach	n. 胃；胃部
stone	n. 石头；石料
stop	n. 停；（停车）站；v. 停；停止；阻止
store	n. 商店；v. 储藏；存储
storm	n. 风暴；暴（风）雨
story	n. 故事；小说
strange	adj. 奇怪；奇特的；陌生的
stranger	n. 陌生人；外地人；局外人
strawberry	n. 草莓；草莓色
stream	n. 溪流；流动；潮流；v. 流出；涌出；使飘动
street	n. 街；街道
strict	adj. 严格的；严密的
strong	adj. 强（壮）的；坚固的；强烈的；坚强的
student	n. 学生
study	v. 学习；研究；n. 书房
stupid	adj. 愚蠢的；笨的
succeed	v. 成功
success	n. 成功
successful	adj. 成功的；有成就的
such	adv. 那么；pron.（泛指）人；事物；adj. 这样的；那样的
sudden	adj. 突然的
sugar	n. 糖
suggest	v. 建议；提议
suggestion	n. 建议
summer	n. 夏天；夏季
sun	n. 太阳；阳光
Sunday	n. 星期日；a. 星期日的, 业余的
sunny	adj. 晴朗的；阳光充足的
supermarket	n. 超级市场
supper	n. 晚餐；晚饭
supply	n. 补给, 供给, 供应品；vt. 补给, 供给, 提供, 补充
suppose	v. 猜想；假定；料想
sure	adj. 确信；肯定；adv. （口语）的确；一定；当然
surface	n. 表面；表层；外观；adj. 表面的；肤浅的；v. 使浮出水面；使成平面；浮出水面
surprise	v. 使惊奇；使诧异；n. 惊奇；诧异
sweater	n. 厚运动衫；毛衣
sweep	v. 扫除；扫
sweet	n. 甜食；蜜饯；甜点；糖果；芳香；adj. 甜的；可爱的；亲切的
swim	v. 游泳；游；n. 游泳；游
swimming	n. 游泳
swing	v. 挥舞；摆动；n. 秋千
symbol	n. 象征；符号；标志
T-shirt	n. T恤衫
table	n. 桌子；表格
tail	n. （动物的）尾巴
take	v. 拿；拿走；做；服用；乘坐；花费
tale	n. 故事； 传说
talk	n./v. 谈话；讲话；演讲；交谈
tall	adj. 高的
tape	n. 磁带；录音带
task	n. 任务； 工作
taste	n. 品尝； 尝味；味道；v. 品尝； 尝味
taxi	n. 出租汽车
tea	n. 茶；茶叶
teach	v. 教书；教
teacher	n. 教师；教员
team	n. 队；组
technology	n. 技术；科技
telephone	v. 打电话；n. 电话
television	n. 电视
tell	v. 告诉；讲述；吩咐
temperature	n. 温度
ten	num. 十
tennis	n. 网球（运动）
tent	n. 帐篷
tenth	num. 第十；十分之一；adj. 十分之一的；第十个的
term	n. 学期；术语；条款；项
terrible	adj. 可怕的；糟糕的
test	v./n. 测试； 考查；试验
text	n. 文本；课文
than	conj. 比
thank	v. 感谢；致谢；道谢；n.（复）感谢；谢意
that	adj./pron.那；那个；conj. 那；那个；adv. 那么；那样
the	art. 这（那）个；这（那）些
theatre	n. 戏院, 电影院, 剧场, 全体观众, 戏剧, 戏剧效果, 阶梯式讲堂, 场所
their	pron. 他（她；它）们的
theirs	pron. 他（她；它）们的
them	pron. 他/她/它们（宾格）
themselves	pron. 他/她/它们自己
then	adv. 当时；那时；然后；那么
there	interj. 那!你瞧!；n. 那里；那儿；adv. 在那里；往那里
these	adj./pron. 这些
they	pron. 他（她）们；它们
thick	adj. 厚的
thin	adj. 薄的；瘦的；稀的
thing	n. 东西；（复）物品；用品；事情；事件
think	v. 想；认为；考虑
third	num. 第三
thirsty	adj. 渴
thirteen	num. 十三
thirty	num. 三十
this	adj./pron.这；这个
those	adj./pron. 那些
though	conj. 虽然；可是
thought	n. 思想；想法；思考
thousand	num. 千
thread	n. 线, 丝, 纤维, 线索；vt. 穿线于, 穿过, 通过, 用线穿成
three	num. 三
through	prep. 穿（通）过；从始至终；adv. 穿（通）过；自始至终；全部
throw	v. 投；掷；扔
Thursday	n. 星期四
ticket	n. 票；卷
tidy	adj. 整洁的；干净的；v. 弄整洁；弄干净
tie	v.（用绳；线）系；拴；扎；n. 领带；绳子；结；关系
tiger	n. 老虎
till	conj./prep. 直到；直到......为止
time	n. 时间；时期；钟点；次；回；v. 测定......的时间；记录......的时间
tiny	adj. 微小的；很少的
tired	adj. 疲劳的；累的
to	prep. 给；对；向；到
today	adv./n. 今天；现在；当前
together	adv. 一起；共同
toilet	n. 厕所
tomato	n. 西红柿；番茄
tomorrow	adv./n. 明天
ton	n.（重量单位）吨
tongue	n. 舌, 语言能力, 讲话方式, 语言；vt. 舔, 斥责, 发...的音
tonight	adv./n. 今晚；今夜
too	adv. 也；还；又；太；非常
tool	n. 工具；器具
tooth	n. 牙齿
toothache	n. 牙痛
toothbrush	n. 牙刷
toothpaste	n. 牙膏；牙膏
top	n. 顶部；（物体的）上面
total	adj. 总数的；完全的；n./v. 合计；总计
touch	v. 触摸；接触
tour	n. 参观； 观光； 旅行
tourist	n. 游客；观光者
toward	prep. 向；朝；对于
towel	n. 毛巾
tower	n. 塔
town	n. 城镇；城
toy	n. 玩具； 玩物
trade	n. 商业；贸易；v. 交易
traditional	adj. 传统的；风俗的；惯例的
traffic	n. 交通；来往车辆
train	n. 火车；v. 培训；训练
training	n. 培训
translate	v. 翻译
travel	n./v. 旅行
treasure	n. 财富；财产；财宝；v. 珍爱；珍藏
treatment	n. 治疗；疗法；处理
tree	n. 树
trip	n. 旅行；旅程
trouble	v. 使苦恼；使忧虑；使麻烦；n. 问题；疾病；烦恼；麻烦
trousers	n. 裤子；长裤
truck	n. 卡车； 运货车；车皮
true	adj. 真的；真实的；忠诚的
trust	n. 信任；信赖；责任；v. 信任；信赖；盼望
truth	n. 真理；事实；真相；实际
try	v. 试；试图；努力
Tuesday	n. 星期二
turn	v. 旋转；翻转；转变；转弯；n. 轮流；顺序
TV	电视；电视, 转移向量
twelfth	num. 第十二
twelve	num. 十二
twentieth	num. 第二十
twenty	num. 二十
twice	adv. 两次；两倍
two	num. 二
ugly	adj. 丑陋的；邪恶的；令人厌恶的
umbrella	n. 雨伞
uncle	n. 叔；伯；舅；姑夫；姨父
under	adv./prep. 在......下面；向......下面
underground	adj. 地下的；n. 地铁
understand	v. 懂得；明白；理解
unit	n. 单元；单位
university	n. 大学
unless	conj. 如果不；除非
until	prep./conj. 直到......为止
up	adv. 向上；在上方；prep. 向（高处）；向（在）......上（面）游
upon	prep. 在......上面
upstairs	a. 楼上的；adv. 在楼上, 向楼上, 处于更高地位
us	pron. 我们；美国
use	v. 使用；利用；n. 用法；用途
used	adj. 用过的；旧的；二手的
useful	adj. 有用的；有益的
usual	adj. 通常的；平常的
vacation	n. 假期；（房屋）搬出；v. 休假；度假
value	n. 值；价值；价格；v. 评价；重视；估价
vcd	可变电容二极体的简写
vegetable	n. 蔬菜
vehicle	n. 交通工具, 车辆, 传播媒介；载体; 运载体; 漆料
very	adv. 很；非常
